 ,X,Y,BX,BY,Width,Height
1,137,13,137,13,1,1
2,118,0,118,0,1,1
3,119,21,119,21,1,1
4,129,88,129,88,1,1
5,129,78,129,78,1,1
6,126,68,126,68,1,1
7,125,59,125,59,1,1
8,126,48,126,48,1,1
9,121,40,121,40,1,1
10,121,29,121,29,1,1
11,135,137,135,137,1,1
12,132,128,132,128,1,1
13,130,107,130,107,1,1
14,137,177,137,177,1,1
15,135,157,135,157,1,1
16,132,117,132,117,1,1
17,131,97,131,97,1,1
18,137,187,137,187,1,1
19,137,168,137,168,1,1
20,135,147,135,147,1,1
21,137,197,137,197,1,1
22,137,226,137,226,1,1
23,137,216,137,216,1,1
24,137,206,137,206,1,1
25,137,236,137,236,1,1
26,137,246,137,246,1,1
27,137,256,137,256,1,1
28,137,266,137,266,1,1
29,137,275,137,275,1,1
30,137,284,137,284,1,1
31,137,295,137,295,1,1
32,137,305,137,305,1,1
33,137,334,137,334,1,1
34,137,324,137,324,1,1
35,137,315,137,315,1,1
36,137,344,137,344,1,1
37,137,349,137,349,1,1
