 ,X,Y,BX,BY,Width,Height
1,122,10,122,10,1,1
2,120,18,120,18,1,1
3,122,35,122,35,1,1
4,126,2,126,2,1,1
5,121,27,121,27,1,1
6,119,43,119,43,1,1
7,119,77,119,77,1,1
8,119,68,119,68,1,1
9,118,60,118,60,1,1
10,118,85,118,85,1,1
11,119,52,119,52,1,1
12,119,102,119,102,1,1
13,118,127,118,127,1,1
14,117,110,117,110,1,1
15,115,93,115,93,1,1
16,123,144,123,144,1,1
17,124,211,124,211,1,1
18,119,202,119,202,1,1
19,122,194,122,194,1,1
20,120,177,120,177,1,1
21,121,152,121,152,1,1
22,115,135,115,135,1,1
23,121,219,121,219,1,1
24,124,186,124,186,1,1
25,123,169,123,169,1,1
26,113,118,113,118,1,1
27,125,236,125,236,1,1
28,123,244,123,244,1,1
29,122,269,122,269,1,1
30,126,261,126,261,1,1
31,122,252,122,252,1,1
32,123,228,123,228,1,1
33,114,160,114,160,1,1
34,121,294,121,294,1,1
35,124,286,124,286,1,1
36,133,328,133,328,1,1
37,123,311,123,311,1,1
38,120,277,120,277,1,1
39,117,344,117,344,1,1
40,118,336,118,336,1,1
41,119,319,119,319,1,1
42,122,302,122,302,1,1
