 ,X,Y,BX,BY,Width,Height
1,84,3,84,3,1,1
2,142,349,142,349,1,1
3,147,339,147,339,1,1
4,144,330,144,330,1,1
5,139,246,139,246,1,1
6,126,199,126,199,1,1
7,113,162,113,162,1,1
8,119,143,119,143,1,1
9,114,134,114,134,1,1
10,102,106,102,106,1,1
11,100,97,100,97,1,1
12,111,87,111,87,1,1
13,105,78,105,78,1,1
14,101,69,101,69,1,1
15,102,50,102,50,1,1
16,92,12,92,12,1,1
17,147,311,147,311,1,1
18,135,274,135,274,1,1
19,132,265,132,265,1,1
20,124,190,124,190,1,1
21,110,153,110,153,1,1
22,84,31,84,31,1,1
23,82,22,82,22,1,1
24,128,302,128,302,1,1
25,137,283,137,283,1,1
26,144,320,144,320,1,1
27,134,293,134,293,1,1
28,117,237,117,237,1,1
29,142,255,142,255,1,1
30,138,227,138,227,1,1
31,115,218,115,218,1,1
32,103,59,103,59,1,1
33,103,40,103,40,1,1
34,106,181,106,181,1,1
35,117,124,117,124,1,1
36,118,115,118,115,1,1
37,112,209,112,209,1,1
38,103,172,103,172,1,1
