 ,X,Y,BX,BY,Width,Height
1,147,183,147,183,1,1
2,115,346,115,346,1,1
3,147,262,147,262,1,1
4,147,163,147,163,1,1
5,122,317,122,317,1,1
6,125,307,125,307,1,1
7,147,298,147,298,1,1
8,147,282,147,282,1,1
9,147,272,147,272,1,1
10,117,241,117,241,1,1
11,147,232,147,232,1,1
12,147,173,147,173,1,1
13,147,134,147,134,1,1
14,147,252,147,252,1,1
15,111,211,111,211,1,1
16,147,202,147,202,1,1
17,147,192,147,192,1,1
18,147,124,147,124,1,1
19,129,337,129,337,1,1
20,145,327,145,327,1,1
21,147,143,147,143,1,1
22,147,94,147,94,1,1
23,145,222,145,222,1,1
24,146,153,146,153,1,1
25,147,104,147,104,1,1
26,145,56,145,56,1,1
27,145,35,145,35,1,1
28,145,25,145,25,1,1
29,147,74,147,74,1,1
30,146,65,146,65,1,1
31,145,46,145,46,1,1
32,144,15,144,15,1,1
33,144,5,144,5,1,1
34,147,84,147,84,1,1
