 ,X,Y,BX,BY,Width,Height
1,160,36,160,36,1,1
2,159,52,159,52,1,1
3,159,201,159,201,1,1
4,160,154,160,154,1,1
5,158,107,158,107,1,1
6,154,91,154,91,1,1
7,153,75,153,75,1,1
8,154,44,154,44,1,1
9,155,28,155,28,1,1
10,160,217,160,217,1,1
11,160,60,160,60,1,1
12,151,12,151,12,1,1
13,157,335,157,335,1,1
14,160,115,160,115,1,1
15,160,99,160,99,1,1
16,160,21,160,21,1,1
17,160,5,160,5,1,1
18,157,272,157,272,1,1
19,160,264,160,264,1,1
20,157,256,157,256,1,1
21,151,193,151,193,1,1
22,160,327,160,327,1,1
23,160,280,160,280,1,1
24,151,130,151,130,1,1
25,160,68,160,68,1,1
26,160,162,160,162,1,1
27,149,146,149,146,1,1
28,160,84,160,84,1,1
29,160,123,160,123,1,1
30,153,319,153,319,1,1
31,160,241,160,241,1,1
32,148,209,148,209,1,1
33,160,139,160,139,1,1
34,160,343,160,343,1,1
35,160,304,160,304,1,1
36,160,186,160,186,1,1
37,160,178,160,178,1,1
38,160,170,160,170,1,1
39,160,225,160,225,1,1
40,160,233,160,233,1,1
41,160,249,160,249,1,1
42,160,288,160,288,1,1
43,158,297,158,297,1,1
44,138,311,138,311,1,1
