 ,X,Y,BX,BY,Width,Height
1,267,14,267,14,1,1
2,283,39,283,39,1,1
3,276,30,276,30,1,1
4,272,22,272,22,1,1
5,293,55,293,55,1,1
6,289,47,289,47,1,1
7,311,88,311,88,1,1
8,404,268,404,268,1,1
9,334,129,334,129,1,1
10,332,121,332,121,1,1
11,325,113,325,113,1,1
12,315,96,315,96,1,1
13,258,6,258,6,1,1
14,342,137,342,137,1,1
15,319,104,319,104,1,1
16,299,80,299,80,1,1
17,295,72,295,72,1,1
18,419,301,419,301,1,1
19,292,63,292,63,1,1
20,422,309,422,309,1,1
21,395,252,395,252,1,1
22,366,178,366,178,1,1
23,428,325,428,325,1,1
24,424,317,424,317,1,1
25,399,260,399,260,1,1
26,390,244,390,244,1,1
27,370,186,370,186,1,1
28,337,145,337,145,1,1
29,384,219,384,219,1,1
30,370,211,370,211,1,1
31,358,170,358,170,1,1
32,343,161,343,161,1,1
33,390,235,390,235,1,1
34,339,153,339,153,1,1
35,385,227,385,227,1,1
36,360,194,360,194,1,1
37,366,203,366,203,1,1
38,410,292,410,292,1,1
39,402,276,402,276,1,1
40,405,284,405,284,1,1
41,429,349,429,349,1,1
42,421,342,421,342,1,1
43,419,333,419,333,1,1
