 ,X,Y,BX,BY,Width,Height
1,167,319,167,319,1,1
2,167,269,167,269,1,1
3,164,19,164,19,1,1
4,166,10,166,10,1,1
5,166,2,166,2,1,1
6,167,336,167,336,1,1
7,167,300,167,300,1,1
8,167,294,167,294,1,1
9,167,275,167,275,1,1
10,167,227,167,227,1,1
11,167,202,167,202,1,1
12,167,185,167,185,1,1
13,167,177,167,177,1,1
14,167,143,167,143,1,1
15,164,27,164,27,1,1
16,167,344,167,344,1,1
17,167,328,167,328,1,1
18,167,242,167,242,1,1
19,167,135,167,135,1,1
20,167,68,167,68,1,1
21,165,61,165,61,1,1
22,164,53,164,53,1,1
23,166,43,166,43,1,1
24,167,311,167,311,1,1
25,167,286,167,286,1,1
26,167,259,167,259,1,1
27,167,250,167,250,1,1
28,167,168,167,168,1,1
29,167,160,167,160,1,1
30,167,152,167,152,1,1
31,167,118,167,118,1,1
32,164,95,164,95,1,1
33,164,86,164,86,1,1
34,164,78,164,78,1,1
35,164,36,164,36,1,1
36,167,210,167,210,1,1
37,167,193,167,193,1,1
38,167,127,167,127,1,1
39,163,112,163,112,1,1
40,167,235,167,235,1,1
41,167,218,167,218,1,1
42,167,141,167,141,1,1
43,162,105,162,105,1,1
