 ,X,Y,BX,BY,Width,Height
1,109,314,109,314,1,1
2,101,271,101,271,1,1
3,115,348,115,348,1,1
4,100,262,100,262,1,1
5,92,219,92,219,1,1
6,86,185,86,185,1,1
7,101,330,101,330,1,1
8,108,305,108,305,1,1
9,96,296,96,296,1,1
10,106,322,106,322,1,1
11,112,339,112,339,1,1
12,101,288,101,288,1,1
13,97,245,97,245,1,1
14,95,236,95,236,1,1
15,85,194,85,194,1,1
16,76,116,76,116,1,1
17,100,279,100,279,1,1
18,92,228,92,228,1,1
19,74,107,74,107,1,1
20,56,13,56,13,1,1
21,89,202,89,202,1,1
22,66,82,66,82,1,1
23,77,142,77,142,1,1
24,65,73,65,73,1,1
25,56,4,56,4,1,1
26,92,253,92,253,1,1
27,84,210,84,210,1,1
28,78,176,78,176,1,1
29,82,159,82,159,1,1
30,72,133,72,133,1,1
31,76,151,76,151,1,1
32,63,47,63,47,1,1
33,77,167,77,167,1,1
34,71,124,71,124,1,1
35,67,99,67,99,1,1
36,68,90,68,90,1,1
37,62,64,62,64,1,1
38,56,21,56,21,1,1
39,58,55,58,55,1,1
40,58,30,58,30,1,1
41,58,39,58,39,1,1
