 ,X,Y,BX,BY,Width,Height
1,144,340,144,340,1,1
2,140,290,140,290,1,1
3,144,332,144,332,1,1
4,142,315,142,315,1,1
5,142,307,142,307,1,1
6,141,299,141,299,1,1
7,141,282,141,282,1,1
8,139,274,139,274,1,1
9,138,265,138,265,1,1
10,141,324,141,324,1,1
11,136,249,136,249,1,1
12,137,240,137,240,1,1
13,137,232,137,232,1,1
14,138,257,138,257,1,1
15,136,215,136,215,1,1
16,136,224,136,224,1,1
17,135,207,135,207,1,1
18,134,199,134,199,1,1
19,134,190,134,190,1,1
20,132,182,132,182,1,1
21,131,174,131,174,1,1
22,132,165,132,165,1,1
23,129,157,129,157,1,1
24,129,149,129,149,1,1
25,129,140,129,140,1,1
26,127,132,127,132,1,1
27,129,115,129,115,1,1
28,126,124,126,124,1,1
29,127,106,127,106,1,1
30,117,24,117,24,1,1
31,125,98,125,98,1,1
32,113,8,113,8,1,1
33,127,90,127,90,1,1
34,120,82,120,82,1,1
35,120,74,120,74,1,1
36,119,32,119,32,1,1
37,121,65,121,65,1,1
38,118,57,118,57,1,1
39,115,16,115,16,1,1
40,116,49,116,49,1,1
41,145,349,145,349,1,1
42,119,40,119,40,1,1
