 ,X,Y,BX,BY,Width,Height
1,133,0,133,0,1,1
2,136,58,136,58,1,1
3,136,48,136,48,1,1
4,135,39,135,39,1,1
5,134,19,134,19,1,1
6,131,10,131,10,1,1
7,137,148,137,148,1,1
8,137,138,137,138,1,1
9,136,108,136,108,1,1
10,135,98,135,98,1,1
11,137,87,137,87,1,1
12,136,78,136,78,1,1
13,135,68,135,68,1,1
14,134,29,134,29,1,1
15,137,128,137,128,1,1
16,137,117,137,117,1,1
17,137,177,137,177,1,1
18,137,167,137,167,1,1
19,136,157,136,157,1,1
20,137,207,137,207,1,1
21,136,187,136,187,1,1
22,137,245,137,245,1,1
23,135,238,135,238,1,1
24,137,226,137,226,1,1
25,137,197,137,197,1,1
26,137,266,137,266,1,1
27,137,256,137,256,1,1
28,136,217,136,217,1,1
29,137,286,137,286,1,1
30,136,277,136,277,1,1
31,137,325,137,325,1,1
32,137,306,137,306,1,1
33,137,296,137,296,1,1
34,137,344,137,344,1,1
35,137,334,137,334,1,1
36,137,315,137,315,1,1
