 ,X,Y,BX,BY,Width,Height
1,478,322,478,322,1,1
2,480,330,480,330,1,1
3,479,339,479,339,1,1
4,476,314,476,314,1,1
5,485,346,485,346,1,1
6,474,305,474,305,1,1
7,456,273,456,273,1,1
8,462,265,462,265,1,1
9,474,297,474,297,1,1
10,476,289,476,289,1,1
11,433,257,433,257,1,1
12,468,281,468,281,1,1
13,463,248,463,248,1,1
14,428,224,428,224,1,1
15,436,240,436,240,1,1
16,421,232,421,232,1,1
17,421,208,421,208,1,1
18,411,200,411,200,1,1
19,401,191,401,191,1,1
20,401,183,401,183,1,1
21,423,216,423,216,1,1
22,393,159,393,159,1,1
23,393,175,393,175,1,1
24,440,166,440,166,1,1
25,381,142,381,142,1,1
26,375,126,375,126,1,1
27,332,101,332,101,1,1
28,369,93,369,93,1,1
29,328,11,328,11,1,1
30,388,150,388,150,1,1
31,381,134,381,134,1,1
32,343,109,343,109,1,1
33,300,43,300,43,1,1
34,328,3,328,3,1,1
35,341,117,341,117,1,1
36,354,85,354,85,1,1
37,321,76,321,76,1,1
38,317,68,317,68,1,1
39,304,35,304,35,1,1
40,305,27,305,27,1,1
41,293,19,293,19,1,1
42,308,60,308,60,1,1
