 ,X,Y,BX,BY,Width,Height
1,105,96,105,96,1,1
2,101,77,101,77,1,1
3,102,21,102,21,1,1
4,111,13,111,13,1,1
5,112,3,112,3,1,1
6,112,246,112,246,1,1
7,102,152,102,152,1,1
8,106,124,106,124,1,1
9,103,105,103,105,1,1
10,99,86,99,86,1,1
11,104,49,104,49,1,1
12,104,31,104,31,1,1
13,112,339,112,339,1,1
14,113,311,113,311,1,1
15,102,282,102,282,1,1
16,114,218,114,218,1,1
17,101,161,101,161,1,1
18,112,134,112,134,1,1
19,109,115,109,115,1,1
20,108,59,108,59,1,1
21,103,40,103,40,1,1
22,112,348,112,348,1,1
23,111,320,111,320,1,1
24,106,292,106,292,1,1
25,101,273,101,273,1,1
26,109,264,109,264,1,1
27,114,255,114,255,1,1
28,105,236,105,236,1,1
29,99,226,99,226,1,1
30,112,209,112,209,1,1
31,105,180,105,180,1,1
32,112,143,112,143,1,1
33,111,68,111,68,1,1
34,110,329,110,329,1,1
35,104,171,104,171,1,1
36,106,301,106,301,1,1
37,115,190,115,190,1,1
38,117,199,117,199,1,1
