 ,X,Y,BX,BY,Width,Height
1,149,327,149,327,1,1
2,146,310,146,310,1,1
3,149,302,149,302,1,1
4,145,335,145,335,1,1
5,146,285,146,285,1,1
6,146,268,146,268,1,1
7,149,260,149,260,1,1
8,148,243,148,243,1,1
9,149,235,149,235,1,1
10,149,277,149,277,1,1
11,142,318,142,318,1,1
12,143,293,143,293,1,1
13,147,218,147,218,1,1
14,149,210,149,210,1,1
15,148,345,148,345,1,1
16,149,185,149,185,1,1
17,149,227,149,227,1,1
18,149,252,149,252,1,1
19,149,118,149,118,1,1
20,147,143,147,143,1,1
21,146,85,146,85,1,1
22,149,93,149,93,1,1
23,136,73,136,73,1,1
24,133,50,133,50,1,1
25,139,40,139,40,1,1
26,145,196,145,196,1,1
27,144,168,144,168,1,1
28,147,136,147,136,1,1
29,148,78,148,78,1,1
30,134,65,134,65,1,1
31,134,57,134,57,1,1
32,141,0,141,0,1,1
33,148,164,148,164,1,1
34,148,128,148,128,1,1
35,139,104,139,104,1,1
36,144,154,144,154,1,1
37,135,33,135,33,1,1
38,138,17,138,17,1,1
39,142,9,142,9,1,1
40,147,178,147,178,1,1
41,137,25,137,25,1,1
42,148,353,0,0,0,0
