 ,X,Y,BX,BY,Width,Height
1,84,69,84,69,1,1
2,78,44,78,44,1,1
3,78,35,78,35,1,1
4,73,17,73,17,1,1
5,72,9,72,9,1,1
6,82,52,82,52,1,1
7,76,26,76,26,1,1
8,69,1,69,1,1,1
9,97,139,97,139,1,1
10,90,96,90,96,1,1
11,87,87,87,87,1,1
12,83,61,83,61,1,1
13,97,121,97,121,1,1
14,92,104,92,104,1,1
15,86,78,86,78,1,1
16,92,112,92,112,1,1
17,100,156,100,156,1,1
18,100,147,100,147,1,1
19,97,129,97,129,1,1
20,107,182,107,182,1,1
21,104,173,104,173,1,1
22,109,199,109,199,1,1
23,109,190,109,190,1,1
24,101,165,101,165,1,1
25,117,233,117,233,1,1
26,104,209,104,209,1,1
27,122,267,122,267,1,1
28,122,259,122,259,1,1
29,112,224,112,224,1,1
30,111,216,111,216,1,1
31,121,250,121,250,1,1
32,116,242,116,242,1,1
33,122,276,122,276,1,1
34,128,302,128,302,1,1
35,126,293,126,293,1,1
36,123,284,123,284,1,1
37,132,328,132,328,1,1
38,133,319,133,319,1,1
39,132,310,132,310,1,1
40,133,345,133,345,1,1
41,133,336,133,336,1,1
