 ,X,Y,BX,BY,Width,Height
1,161,10,161,10,1,1
2,157,1,157,1,1,1
3,161,46,161,46,1,1
4,163,37,163,37,1,1
5,162,28,162,28,1,1
6,159,19,159,19,1,1
7,161,99,161,99,1,1
8,162,64,162,64,1,1
9,163,55,163,55,1,1
10,157,125,157,125,1,1
11,159,108,159,108,1,1
12,163,91,163,91,1,1
13,160,81,160,81,1,1
14,163,73,163,73,1,1
15,164,135,164,135,1,1
16,164,117,164,117,1,1
17,165,161,165,161,1,1
18,158,143,158,143,1,1
19,165,179,165,179,1,1
20,163,153,163,153,1,1
21,162,187,162,187,1,1
22,159,169,159,169,1,1
23,164,212,164,212,1,1
24,162,204,162,204,1,1
25,164,196,164,196,1,1
26,166,262,166,262,1,1
27,165,229,165,229,1,1
28,161,220,161,220,1,1
29,165,254,165,254,1,1
30,163,245,163,245,1,1
31,168,296,168,296,1,1
32,164,237,164,237,1,1
33,166,321,166,321,1,1
34,164,304,164,304,1,1
35,168,288,168,288,1,1
36,168,280,168,280,1,1
37,165,271,165,271,1,1
38,168,339,168,339,1,1
39,168,313,168,313,1,1
40,171,349,171,349,1,1
41,164,330,164,330,1,1
