 ,X,Y,BX,BY,Width,Height
1,130,206,130,206,1,1
2,134,197,134,197,1,1
3,128,38,128,38,1,1
4,131,28,131,28,1,1
5,130,19,130,19,1,1
6,128,336,128,336,1,1
7,129,308,129,308,1,1
8,130,299,130,299,1,1
9,128,252,128,252,1,1
10,129,243,129,243,1,1
11,132,187,132,187,1,1
12,128,131,128,131,1,1
13,127,122,127,122,1,1
14,128,112,128,112,1,1
15,129,103,129,103,1,1
16,126,75,126,75,1,1
17,129,56,129,56,1,1
18,129,47,129,47,1,1
19,125,10,125,10,1,1
20,128,0,128,0,1,1
21,131,289,131,289,1,1
22,131,280,131,280,1,1
23,135,270,135,270,1,1
24,125,262,125,262,1,1
25,128,234,128,234,1,1
26,134,224,134,224,1,1
27,129,178,129,178,1,1
28,131,159,131,159,1,1
29,125,150,125,150,1,1
30,126,66,126,66,1,1
31,132,345,132,345,1,1
32,126,327,126,327,1,1
33,128,318,128,318,1,1
34,132,215,132,215,1,1
35,129,168,129,168,1,1
36,125,141,125,141,1,1
37,131,93,131,93,1,1
38,132,84,132,84,1,1
