 ,X,Y,BX,BY,Width,Height
1,95,343,95,343,1,1
2,96,334,96,334,1,1
3,96,325,96,325,1,1
4,93,315,93,315,1,1
5,93,306,93,306,1,1
6,92,297,92,297,1,1
7,93,288,93,288,1,1
8,91,279,91,279,1,1
9,90,269,90,269,1,1
10,90,260,90,260,1,1
11,91,251,91,251,1,1
12,90,242,90,242,1,1
13,90,232,90,232,1,1
14,88,223,88,223,1,1
15,87,214,87,214,1,1
16,85,205,85,205,1,1
17,85,196,85,196,1,1
18,83,186,83,186,1,1
19,83,168,83,168,1,1
20,82,177,82,177,1,1
21,82,159,82,159,1,1
22,80,150,80,150,1,1
23,77,140,77,140,1,1
24,81,131,81,131,1,1
25,78,122,78,122,1,1
26,76,112,76,112,1,1
27,76,103,76,103,1,1
28,72,93,72,93,1,1
29,72,85,72,85,1,1
30,74,75,74,75,1,1
31,72,66,72,66,1,1
32,89,349,89,349,1,1
33,72,57,72,57,1,1
34,72,38,72,38,1,1
35,72,48,72,48,1,1
36,72,29,72,29,1,1
37,72,20,72,20,1,1
38,69,10,69,10,1,1
39,69,1,69,1,1,1
