 ,X,Y,BX,BY,Width,Height
1,92,14,92,14,1,1
2,96,101,96,101,1,1
3,94,85,94,85,1,1
4,93,22,93,22,1,1
5,93,6,93,6,1,1
6,94,179,94,179,1,1
7,96,148,96,148,1,1
8,95,140,95,140,1,1
9,94,124,94,124,1,1
10,92,77,92,77,1,1
11,97,54,97,54,1,1
12,96,46,96,46,1,1
13,92,37,92,37,1,1
14,97,30,97,30,1,1
15,96,187,96,187,1,1
16,93,132,93,132,1,1
17,93,116,93,116,1,1
18,97,93,97,93,1,1
19,92,61,92,61,1,1
20,95,203,95,203,1,1
21,97,195,97,195,1,1
22,94,163,94,163,1,1
23,81,122,81,122,1,1
24,98,70,98,70,1,1
25,93,155,93,155,1,1
26,98,109,98,109,1,1
27,98,266,98,266,1,1
28,100,258,100,258,1,1
29,96,250,96,250,1,1
30,95,242,95,242,1,1
31,94,226,94,226,1,1
32,97,172,97,172,1,1
33,97,289,97,289,1,1
34,95,234,95,234,1,1
35,93,218,93,218,1,1
36,98,211,98,211,1,1
37,97,329,97,329,1,1
38,98,321,98,321,1,1
39,96,313,96,313,1,1
40,96,305,96,305,1,1
41,100,274,100,274,1,1
42,95,281,95,281,1,1
43,110,0,110,0,1,1
44,100,298,100,298,1,1
45,94,344,94,344,1,1
46,101,337,101,337,1,1
