 ,X,Y,BX,BY,Width,Height
1,167,182,167,182,1,1
2,167,274,167,274,1,1
3,167,257,167,257,1,1
4,167,215,167,215,1,1
5,167,190,167,190,1,1
6,167,173,167,173,1,1
7,167,299,167,299,1,1
8,167,282,167,282,1,1
9,167,266,167,266,1,1
10,167,240,167,240,1,1
11,167,232,167,232,1,1
12,167,223,167,223,1,1
13,167,207,167,207,1,1
14,167,198,167,198,1,1
15,167,165,167,165,1,1
16,167,156,167,156,1,1
17,167,324,167,324,1,1
18,167,307,167,307,1,1
19,167,249,167,249,1,1
20,167,341,167,341,1,1
21,167,332,167,332,1,1
22,167,316,167,316,1,1
23,167,148,167,148,1,1
24,167,140,167,140,1,1
25,167,291,167,291,1,1
26,167,132,167,132,1,1
27,167,123,167,123,1,1
28,167,115,167,115,1,1
29,167,34,167,34,1,1
30,167,26,167,26,1,1
31,167,0,167,0,1,1
32,167,349,167,349,1,1
33,167,106,167,106,1,1
34,167,89,167,89,1,1
35,166,17,166,17,1,1
36,167,9,167,9,1,1
37,167,98,167,98,1,1
38,166,51,166,51,1,1
39,165,42,165,42,1,1
40,167,82,167,82,1,1
41,167,68,167,68,1,1
42,164,59,164,59,1,1
43,167,74,167,74,1,1
