 ,X,Y,BX,BY,Width,Height
1,131,144,131,144,1,1
2,124,277,124,277,1,1
3,122,216,122,216,1,1
4,120,253,120,253,1,1
5,121,243,121,243,1,1
6,123,233,123,233,1,1
7,120,225,120,225,1,1
8,124,207,124,207,1,1
9,124,198,124,198,1,1
10,121,191,121,191,1,1
11,123,181,123,181,1,1
12,129,171,129,171,1,1
13,124,163,124,163,1,1
14,127,154,127,154,1,1
15,129,127,129,127,1,1
16,133,109,133,109,1,1
17,120,331,120,331,1,1
18,120,322,120,322,1,1
19,118,306,118,306,1,1
20,121,296,121,296,1,1
21,119,288,119,288,1,1
22,121,269,121,269,1,1
23,120,261,120,261,1,1
24,127,136,127,136,1,1
25,130,118,130,118,1,1
26,132,100,132,100,1,1
27,137,91,137,91,1,1
28,142,47,142,47,1,1
29,120,349,120,349,1,1
30,119,342,119,342,1,1
31,119,315,119,315,1,1
32,132,83,132,83,1,1
33,136,65,136,65,1,1
34,132,74,132,74,1,1
35,147,29,147,29,1,1
36,136,56,136,56,1,1
37,141,38,141,38,1,1
38,141,4,141,4,1,1
39,141,21,141,21,1,1
40,141,12,141,12,1,1
