 ,X,Y,BX,BY,Width,Height
1,115,74,115,74,1,1
2,116,141,116,141,1,1
3,118,108,118,108,1,1
4,116,91,116,91,1,1
5,116,66,116,66,1,1
6,119,49,119,49,1,1
7,108,309,108,309,1,1
8,110,225,110,225,1,1
9,112,217,112,217,1,1
10,115,158,115,158,1,1
11,116,150,116,150,1,1
12,114,133,114,133,1,1
13,117,124,117,124,1,1
14,114,15,114,15,1,1
15,117,7,117,7,1,1
16,106,334,106,334,1,1
17,106,301,106,301,1,1
18,109,292,109,292,1,1
19,108,276,108,276,1,1
20,108,259,108,259,1,1
21,110,250,110,250,1,1
22,109,242,109,242,1,1
23,110,234,110,234,1,1
24,111,209,111,209,1,1
25,112,200,112,200,1,1
26,108,192,108,192,1,1
27,115,183,115,183,1,1
28,113,175,113,175,1,1
29,116,116,116,116,1,1
30,114,99,114,99,1,1
31,117,83,117,83,1,1
32,117,58,117,58,1,1
33,120,41,120,41,1,1
34,116,33,116,33,1,1
35,118,24,118,24,1,1
36,103,317,103,317,1,1
37,107,284,107,284,1,1
38,103,267,103,267,1,1
39,113,166,113,166,1,1
40,104,342,104,342,1,1
41,103,325,103,325,1,1
42,108,0,108,0,1,1
43,99,349,99,349,1,1
