 ,X,Y,BX,BY,Width,Height
1,106,303,106,303,1,1
2,102,248,102,248,1,1
3,99,232,99,232,1,1
4,99,224,99,224,1,1
5,108,342,108,342,1,1
6,104,334,104,334,1,1
7,106,295,106,295,1,1
8,104,279,104,279,1,1
9,104,264,104,264,1,1
10,103,256,103,256,1,1
11,102,240,102,240,1,1
12,98,216,98,216,1,1
13,92,146,92,146,1,1
14,109,319,109,319,1,1
15,104,310,104,310,1,1
16,103,287,103,287,1,1
17,103,271,103,271,1,1
18,97,201,97,201,1,1
19,96,193,96,193,1,1
20,95,185,95,185,1,1
21,92,154,92,154,1,1
22,108,327,108,327,1,1
23,94,177,94,177,1,1
24,93,169,93,169,1,1
25,85,140,85,140,1,1
26,97,349,97,349,1,1
27,97,209,97,209,1,1
28,92,162,92,162,1,1
29,83,124,83,124,1,1
30,83,132,83,132,1,1
31,82,116,82,116,1,1
32,79,100,79,100,1,1
33,80,109,80,109,1,1
34,74,93,74,93,1,1
35,74,85,74,85,1,1
36,73,77,73,77,1,1
37,70,69,70,69,1,1
38,69,61,69,61,1,1
39,69,53,69,53,1,1
40,61,46,61,46,1,1
41,61,38,61,38,1,1
42,61,30,61,30,1,1
43,61,22,61,22,1,1
44,61,14,61,14,1,1
45,55,6,55,6,1,1
