 ,X,Y,BX,BY,Width,Height
1,116,284,116,284,1,1
2,112,256,112,256,1,1
3,117,339,117,339,1,1
4,117,330,117,330,1,1
5,117,302,117,302,1,1
6,115,293,115,293,1,1
7,102,348,102,348,1,1
8,110,247,110,247,1,1
9,118,229,118,229,1,1
10,113,201,113,201,1,1
11,100,311,100,311,1,1
12,117,238,117,238,1,1
13,113,192,113,192,1,1
14,112,183,112,183,1,1
15,117,174,117,174,1,1
16,115,147,115,147,1,1
17,117,28,117,28,1,1
18,116,19,116,19,1,1
19,100,320,100,320,1,1
20,97,274,97,274,1,1
21,103,219,103,219,1,1
22,99,210,99,210,1,1
23,118,165,118,165,1,1
24,113,137,113,137,1,1
25,118,92,118,92,1,1
26,108,128,108,128,1,1
27,114,110,114,110,1,1
28,113,101,113,101,1,1
29,102,64,102,64,1,1
30,115,37,115,37,1,1
31,103,9,103,9,1,1
32,109,266,109,266,1,1
33,118,119,118,119,1,1
34,117,83,117,83,1,1
35,102,73,102,73,1,1
36,116,55,116,55,1,1
37,113,46,113,46,1,1
38,107,156,107,156,1,1
39,116,0,116,0,1,1
