 ,X,Y,BX,BY,Width,Height
1,117,161,117,161,1,1
2,116,198,116,198,1,1
3,118,116,118,116,1,1
4,117,78,117,78,1,1
5,118,70,118,70,1,1
6,117,225,117,225,1,1
7,116,208,116,208,1,1
8,114,188,114,188,1,1
9,117,180,117,180,1,1
10,117,170,117,170,1,1
11,117,153,117,153,1,1
12,116,143,116,143,1,1
13,117,133,117,133,1,1
14,117,124,117,124,1,1
15,117,98,117,98,1,1
16,117,88,117,88,1,1
17,119,60,119,60,1,1
18,118,43,118,43,1,1
19,119,33,119,33,1,1
20,120,24,120,24,1,1
21,117,4,117,4,1,1
22,115,217,115,217,1,1
23,117,106,117,106,1,1
24,118,51,118,51,1,1
25,116,16,116,16,1,1
26,115,262,115,262,1,1
27,114,253,114,253,1,1
28,117,243,117,243,1,1
29,116,235,116,235,1,1
30,116,345,116,345,1,1
31,114,308,114,308,1,1
32,115,298,115,298,1,1
33,116,289,116,289,1,1
34,114,281,114,281,1,1
35,116,271,116,271,1,1
36,115,327,115,327,1,1
37,114,336,114,336,1,1
38,114,317,114,317,1,1
