 ,X,Y,BX,BY,Width,Height
1,130,24,130,24,1,1
2,130,8,130,8,1,1
3,128,33,128,33,1,1
4,130,16,130,16,1,1
5,127,50,127,50,1,1
6,128,41,128,41,1,1
7,127,58,127,58,1,1
8,126,66,126,66,1,1
9,127,334,127,333,1,1
10,122,0,122,0,1,1
11,124,77,124,77,1,1
12,123,82,123,82,1,1
13,123,90,123,90,1,1
14,123,98,123,98,1,1
15,122,123,122,123,1,1
16,122,115,122,115,1,1
17,122,148,122,148,1,1
18,120,106,120,106,1,1
19,121,173,121,173,1,1
20,122,157,122,157,1,1
21,121,140,121,140,1,1
22,121,190,121,190,1,1
23,122,165,122,165,1,1
24,120,131,120,131,1,1
25,121,198,121,198,1,1
26,122,182,122,182,1,1
27,121,215,121,215,1,1
28,122,207,122,207,1,1
29,125,257,125,257,1,1
30,121,249,121,249,1,1
31,122,232,122,232,1,1
32,121,224,121,224,1,1
33,125,274,125,274,1,1
34,121,241,121,241,1,1
35,125,299,125,299,1,1
36,125,282,125,282,1,1
37,121,266,121,266,1,1
38,128,341,128,341,1,1
39,125,316,125,316,1,1
40,127,307,127,307,1,1
41,125,291,125,291,1,1
42,127,325,127,325,1,1
