 ,X,Y,BX,BY,Width,Height
1,101,124,101,124,1,1
2,101,47,101,47,1,1
3,101,170,101,170,1,1
4,100,161,100,161,1,1
5,100,152,100,152,1,1
6,101,28,101,28,1,1
7,101,9,101,9,1,1
8,100,225,100,225,1,1
9,101,188,101,188,1,1
10,101,179,101,179,1,1
11,96,143,96,143,1,1
12,98,134,98,134,1,1
13,100,115,100,115,1,1
14,101,38,101,38,1,1
15,101,19,101,19,1,1
16,101,216,101,216,1,1
17,101,197,101,197,1,1
18,95,106,95,106,1,1
19,101,87,101,87,1,1
20,101,74,101,74,1,1
21,101,65,101,65,1,1
22,101,56,101,56,1,1
23,94,34,94,34,1,1
24,101,0,101,0,1,1
25,101,96,101,96,1,1
26,95,235,95,235,1,1
27,96,207,96,207,1,1
28,101,262,101,262,1,1
29,101,253,101,253,1,1
30,98,272,98,272,1,1
31,101,243,101,243,1,1
32,101,290,101,290,1,1
33,100,281,100,281,1,1
34,101,309,101,309,1,1
35,101,300,101,300,1,1
36,101,318,101,318,1,1
37,101,327,101,327,1,1
38,100,346,100,346,1,1
39,101,336,101,336,1,1
