 ,X,Y,BX,BY,Width,Height
1,139,7,139,7,1,1
2,138,158,138,158,1,1
3,144,127,144,127,1,1
4,142,95,142,95,1,1
5,139,302,139,302,1,1
6,142,278,142,278,1,1
7,142,246,142,246,1,1
8,138,214,138,214,1,1
9,132,38,132,38,1,1
10,140,270,140,270,1,1
11,139,238,139,238,1,1
12,137,182,137,182,1,1
13,131,62,131,62,1,1
14,150,79,150,79,1,1
15,144,71,144,71,1,1
16,128,30,128,30,1,1
17,153,343,153,343,1,1
18,150,191,150,191,1,1
19,134,150,134,150,1,1
20,147,103,147,103,1,1
21,126,22,126,22,1,1
22,165,336,165,336,1,1
23,154,311,154,311,1,1
24,138,294,138,294,1,1
25,137,254,137,254,1,1
26,135,230,135,230,1,1
27,148,199,148,199,1,1
28,152,167,152,167,1,1
29,133,142,133,142,1,1
30,149,135,149,135,1,1
31,132,118,132,118,1,1
32,146,47,146,47,1,1
33,143,15,143,15,1,1
34,156,319,156,319,1,1
35,137,286,137,286,1,1
36,139,262,139,262,1,1
37,155,223,155,223,1,1
38,132,174,132,174,1,1
39,150,111,150,111,1,1
40,147,55,147,55,1,1
41,155,327,155,327,1,1
42,139,206,139,206,1,1
43,130,86,130,86,1,1
