 ,X,Y,BX,BY,Width,Height
1,166,345,166,345,1,1
2,167,322,167,322,1,1
3,164,337,164,337,1,1
4,164,329,164,329,1,1
5,167,314,167,314,1,1
6,167,306,167,306,1,1
7,167,299,167,299,1,1
8,167,291,167,291,1,1
9,167,283,167,283,1,1
10,167,276,167,276,1,1
11,167,268,167,268,1,1
12,167,260,167,260,1,1
13,167,254,167,254,1,1
14,167,222,167,222,1,1
15,167,244,167,244,1,1
16,167,237,167,237,1,1
17,167,229,167,229,1,1
18,167,208,167,208,1,1
19,167,200,167,200,1,1
20,167,185,167,185,1,1
21,167,214,167,214,1,1
22,167,191,167,191,1,1
23,167,170,167,170,1,1
24,167,154,167,154,1,1
25,167,176,167,176,1,1
26,167,116,167,116,1,1
27,167,131,167,131,1,1
28,167,162,167,162,1,1
29,167,146,167,146,1,1
30,167,108,167,108,1,1
31,167,93,167,93,1,1
32,167,138,167,138,1,1
33,167,123,167,123,1,1
34,167,85,167,85,1,1
35,167,70,167,70,1,1
36,167,100,167,100,1,1
37,167,77,167,77,1,1
38,167,62,167,62,1,1
39,167,39,167,39,1,1
40,167,55,167,55,1,1
41,167,24,167,24,1,1
42,167,16,167,16,1,1
43,167,1,167,1,1,1
44,167,47,167,47,1,1
45,167,32,167,32,1,1
46,167,8,167,8,1,1
