 ,X,Y,BX,BY,Width,Height
1,123,244,123,244,1,1
2,130,209,130,209,1,1
3,132,188,132,188,1,1
4,117,293,117,293,1,1
5,117,286,117,286,1,1
6,118,279,118,279,1,1
7,125,237,125,237,1,1
8,130,202,130,202,1,1
9,125,230,125,230,1,1
10,128,223,128,223,1,1
11,131,195,131,195,1,1
12,134,181,134,181,1,1
13,137,167,137,167,1,1
14,138,160,138,160,1,1
15,139,153,139,153,1,1
16,147,104,147,104,1,1
17,111,343,111,343,1,1
18,113,336,113,336,1,1
19,118,272,118,272,1,1
20,122,251,122,251,1,1
21,127,216,127,216,1,1
22,136,174,136,174,1,1
23,140,146,140,146,1,1
24,141,139,141,139,1,1
25,143,132,143,132,1,1
26,145,118,145,118,1,1
27,146,111,146,111,1,1
28,153,76,153,76,1,1
29,156,62,156,62,1,1
30,157,55,157,55,1,1
31,159,41,159,41,1,1
32,165,20,165,20,1,1
33,166,6,166,6,1,1
34,114,329,114,329,1,1
35,112,321,112,321,1,1
36,113,314,113,314,1,1
37,119,308,119,308,1,1
38,118,301,118,301,1,1
39,116,265,116,265,1,1
40,120,258,120,258,1,1
41,149,97,149,97,1,1
42,150,90,150,90,1,1
43,153,83,153,83,1,1
44,154,69,154,69,1,1
45,162,34,162,34,1,1
46,163,27,163,27,1,1
47,165,13,165,13,1,1
48,146,125,146,125,1,1
49,160,48,160,48,1,1
50,108,349,108,349,1,1
51,173,0,173,0,1,1
