 ,X,Y,BX,BY,Width,Height
1,286,344,286,344,1,1
2,286,335,286,335,1,1
3,287,327,287,327,1,1
4,287,319,287,319,1,1
5,285,294,285,294,1,1
6,284,286,284,286,1,1
7,281,269,281,269,1,1
8,284,302,284,302,1,1
9,280,261,280,261,1,1
10,278,253,278,253,1,1
11,279,245,279,245,1,1
12,278,236,278,236,1,1
13,277,228,277,228,1,1
14,285,311,285,311,1,1
15,282,278,282,278,1,1
16,251,5,251,5,1,1
17,275,212,275,212,1,1
18,273,203,273,203,1,1
19,275,195,275,195,1,1
20,276,187,276,187,1,1
21,258,21,258,21,1,1
22,256,13,256,13,1,1
23,276,220,276,220,1,1
24,273,178,273,178,1,1
25,273,170,273,170,1,1
26,273,162,273,162,1,1
27,270,154,270,154,1,1
28,263,88,263,88,1,1
29,262,71,262,71,1,1
30,268,137,268,137,1,1
31,268,129,268,129,1,1
32,266,121,266,121,1,1
33,266,113,266,113,1,1
34,266,104,266,104,1,1
35,264,96,264,96,1,1
36,265,79,265,79,1,1
37,261,63,261,63,1,1
38,262,54,262,54,1,1
39,259,46,259,46,1,1
40,258,38,258,38,1,1
41,270,145,270,145,1,1
42,257,30,257,30,1,1
43,275,349,275,349,1,1
