 ,X,Y,BX,BY,Width,Height
1,1,292,1,292,1,1
2,1,285,1,285,1,1
3,29,186,29,186,1,1
4,1,278,1,278,1,1
5,9,249,9,249,1,1
6,31,193,31,193,1,1
7,29,179,29,179,1,1
8,37,164,37,164,1,1
9,41,157,41,157,1,1
10,51,121,51,121,1,1
11,10,242,10,242,1,1
12,37,150,37,150,1,1
13,39,143,39,143,1,1
14,49,114,49,114,1,1
15,59,85,59,85,1,1
16,16,256,16,256,1,1
17,13,235,13,235,1,1
18,29,172,29,172,1,1
19,0,307,0,307,1,1
20,5,271,5,271,1,1
21,43,136,43,136,1,1
22,49,107,49,107,1,1
23,18,263,18,263,1,1
24,59,78,59,78,1,1
25,87,15,87,15,1,1
26,26,227,26,227,1,1
27,35,200,35,200,1,1
28,87,8,87,8,1,1
29,0,314,0,314,1,1
30,7,299,7,299,1,1
31,35,208,35,208,1,1
32,0,321,0,321,1,1
33,51,100,51,100,1,1
34,73,30,73,30,1,1
35,87,1,87,1,1,1
36,81,49,81,49,1,1
37,0,328,0,328,1,1
38,59,128,59,128,1,1
39,81,56,81,56,1,1
40,89,22,89,22,1,1
41,71,92,71,92,1,1
42,67,71,67,71,1,1
43,79,63,79,63,1,1
44,2,335,2,335,1,1
45,39,218,39,218,1,1
46,91,40,91,40,1,1
47,3,342,3,342,1,1
48,3,349,3,349,1,1
