 ,X,Y,BX,BY,Width,Height
1,29,349,29,349,1,1
2,56,202,56,202,1,1
3,43,275,43,275,1,1
4,68,151,68,151,1,1
5,53,217,53,217,1,1
6,65,166,65,166,1,1
7,66,159,66,159,1,1
8,85,86,85,86,1,1
9,37,312,37,312,1,1
10,39,297,39,297,1,1
11,51,239,51,239,1,1
12,57,195,57,195,1,1
13,51,232,51,232,1,1
14,85,93,85,93,1,1
15,81,100,81,100,1,1
16,44,268,44,268,1,1
17,37,319,37,319,1,1
18,87,78,87,78,1,1
19,62,173,62,173,1,1
20,78,122,78,122,1,1
21,31,341,31,341,1,1
22,77,129,77,129,1,1
23,89,71,89,71,1,1
24,38,305,38,305,1,1
25,70,144,70,144,1,1
26,42,282,42,282,1,1
27,71,137,71,137,1,1
28,41,290,41,290,1,1
29,54,210,54,210,1,1
30,97,49,97,49,1,1
31,52,224,52,224,1,1
32,58,188,58,188,1,1
33,96,42,96,42,1,1
34,48,246,48,246,1,1
35,104,13,104,13,1,1
36,46,261,46,261,1,1
37,79,107,79,107,1,1
38,90,64,90,64,1,1
39,77,115,77,115,1,1
40,33,334,33,334,1,1
41,102,20,102,20,1,1
42,34,326,34,326,1,1
43,60,181,60,181,1,1
44,106,6,106,6,1,1
45,92,57,92,57,1,1
46,47,254,47,254,1,1
47,100,27,100,27,1,1
48,98,35,98,35,1,1
