 ,X,Y,BX,BY,Width,Height
1,187,230,187,230,1,1
2,188,192,188,192,1,1
3,191,182,191,182,1,1
4,193,163,193,163,1,1
5,193,154,193,154,1,1
6,194,136,194,136,1,1
7,201,126,201,126,1,1
8,200,117,200,117,1,1
9,214,106,214,106,1,1
10,209,98,209,98,1,1
11,218,69,218,69,1,1
12,183,268,183,268,1,1
13,185,240,185,240,1,1
14,187,220,187,220,1,1
15,188,211,188,211,1,1
16,189,201,189,201,1,1
17,193,173,193,173,1,1
18,195,145,195,145,1,1
19,212,79,212,79,1,1
20,217,60,217,60,1,1
21,216,41,216,41,1,1
22,188,259,188,259,1,1
23,186,249,186,249,1,1
24,212,88,212,88,1,1
25,217,32,217,32,1,1
26,218,22,218,22,1,1
27,179,287,179,287,1,1
28,184,278,184,278,1,1
29,215,51,215,51,1,1
30,189,325,189,325,1,1
31,177,315,177,315,1,1
32,211,306,211,306,1,1
33,179,297,179,297,1,1
34,182,334,182,334,1,1
35,218,12,218,12,1,1
36,185,344,185,344,1,1
37,218,3,218,3,1,1
