 ,X,Y,BX,BY,Width,Height
1,111,49,111,49,1,1
2,110,3,110,3,1,1
3,113,18,113,18,1,1
4,110,26,110,26,1,1
5,110,34,110,34,1,1
6,110,110,110,110,1,1
7,110,41,110,41,1,1
8,110,11,110,11,1,1
9,110,72,110,72,1,1
10,110,57,110,57,1,1
11,110,80,110,80,1,1
12,110,64,110,64,1,1
13,110,171,110,171,1,1
14,110,87,110,87,1,1
15,110,95,110,95,1,1
16,110,141,110,141,1,1
17,110,103,110,103,1,1
18,110,117,110,117,1,1
19,110,125,110,125,1,1
20,110,133,110,133,1,1
21,110,164,110,164,1,1
22,110,202,110,202,1,1
23,110,148,110,148,1,1
24,110,156,110,156,1,1
25,110,179,110,179,1,1
26,110,194,110,194,1,1
27,110,187,110,187,1,1
28,110,225,110,225,1,1
29,110,209,110,209,1,1
30,110,263,110,263,1,1
31,110,217,110,217,1,1
32,110,232,110,232,1,1
33,110,286,110,286,1,1
34,110,240,110,240,1,1
35,110,256,110,256,1,1
36,110,317,110,317,1,1
37,110,248,110,248,1,1
38,110,271,110,271,1,1
39,110,278,110,278,1,1
40,110,340,110,340,1,1
41,110,294,110,294,1,1
42,110,301,110,301,1,1
43,110,309,110,309,1,1
44,110,325,110,325,1,1
45,110,332,110,332,1,1
46,110,348,110,348,1,1
