 ,X,Y,BX,BY,Width,Height
1,252,287,252,287,1,1
2,240,227,240,227,1,1
3,225,181,225,181,1,1
4,207,128,207,128,1,1
5,252,272,252,272,1,1
6,245,242,245,242,1,1
7,238,219,238,219,1,1
8,232,204,232,204,1,1
9,201,113,201,113,1,1
10,252,295,252,295,1,1
11,251,265,251,265,1,1
12,249,257,249,257,1,1
13,244,249,244,249,1,1
14,224,174,224,174,1,1
15,218,166,218,166,1,1
16,214,151,214,151,1,1
17,211,136,211,136,1,1
18,194,98,194,98,1,1
19,190,90,190,90,1,1
20,188,83,188,83,1,1
21,170,45,170,45,1,1
22,240,234,240,234,1,1
23,231,197,231,197,1,1
24,214,158,214,158,1,1
25,181,68,181,68,1,1
26,177,60,177,60,1,1
27,160,22,160,22,1,1
28,252,280,252,280,1,1
29,235,212,235,212,1,1
30,228,189,228,189,1,1
31,183,75,183,75,1,1
32,209,143,209,143,1,1
33,197,106,197,106,1,1
34,172,52,172,52,1,1
35,202,121,202,121,1,1
36,153,7,153,7,1,1
37,166,38,166,38,1,1
38,162,30,162,30,1,1
39,155,15,155,15,1,1
40,252,317,252,317,1,1
41,252,310,252,310,1,1
42,252,303,252,303,1,1
43,252,325,252,325,1,1
44,147,0,147,0,1,1
45,252,340,252,340,1,1
46,252,333,252,333,1,1
47,252,349,252,349,1,1
