 ,X,Y,BX,BY,Width,Height
1,183,157,183,157,1,1
2,183,144,183,144,1,1
3,193,151,193,151,1,1
4,179,164,179,164,1,1
5,172,131,172,131,1,1
6,117,12,117,12,1,1
7,183,177,183,177,1,1
8,181,170,181,170,1,1
9,179,138,179,138,1,1
10,115,6,115,6,1,1
11,122,19,122,19,1,1
12,147,72,147,72,1,1
13,124,25,124,25,1,1
14,152,91,152,91,1,1
15,152,85,152,85,1,1
16,183,183,183,183,1,1
17,133,39,133,39,1,1
18,158,98,158,98,1,1
19,143,65,143,65,1,1
20,140,52,140,52,1,1
21,187,190,187,190,1,1
22,165,118,165,118,1,1
23,199,230,199,230,1,1
24,151,78,151,78,1,1
25,167,124,167,124,1,1
26,201,243,201,243,1,1
27,188,197,188,197,1,1
28,202,256,202,256,1,1
29,192,210,192,210,1,1
30,201,237,201,237,1,1
31,159,104,159,104,1,1
32,129,32,129,32,1,1
33,197,223,197,223,1,1
34,160,111,160,111,1,1
35,202,250,202,250,1,1
36,142,59,142,59,1,1
37,115,0,115,0,1,1
38,195,217,195,217,1,1
39,217,322,217,322,1,1
40,220,349,220,349,1,1
41,138,46,138,46,1,1
42,209,276,209,276,1,1
43,207,263,207,263,1,1
44,193,204,193,204,1,1
45,211,289,211,289,1,1
46,219,329,219,329,1,1
47,213,302,213,302,1,1
48,215,316,215,316,1,1
49,219,335,219,335,1,1
50,214,309,214,309,1,1
51,208,270,208,270,1,1
52,212,296,212,296,1,1
53,210,283,210,283,1,1
54,220,342,220,342,1,1
