 ,X,Y,BX,BY,Width,Height
1,334,30,334,30,1,1
2,330,37,330,37,1,1
3,312,67,312,67,1,1
4,277,110,277,110,1,1
5,306,74,306,74,1,1
6,336,22,336,22,1,1
7,236,177,236,177,1,1
8,297,89,297,89,1,1
9,261,140,261,140,1,1
10,319,44,319,44,1,1
11,308,58,308,58,1,1
12,312,51,312,51,1,1
13,242,169,242,169,1,1
14,269,117,269,117,1,1
15,291,96,291,96,1,1
16,302,82,302,82,1,1
17,245,146,245,146,1,1
18,253,131,253,131,1,1
19,247,162,247,162,1,1
20,276,102,276,102,1,1
21,231,184,231,184,1,1
22,226,191,226,191,1,1
23,239,153,239,153,1,1
24,196,235,196,235,1,1
25,258,124,258,124,1,1
26,196,219,196,219,1,1
27,190,242,190,242,1,1
28,175,256,175,256,1,1
29,211,213,211,213,1,1
30,176,264,176,264,1,1
31,186,250,186,250,1,1
32,218,198,218,198,1,1
33,189,226,189,226,1,1
34,170,271,170,271,1,1
35,203,204,203,204,1,1
36,149,292,149,292,1,1
37,134,329,134,329,1,1
38,339,15,339,15,1,1
39,161,286,161,286,1,1
40,138,322,138,322,1,1
41,129,336,129,336,1,1
42,339,7,339,7,1,1
43,142,299,142,299,1,1
44,153,277,153,277,1,1
45,137,306,137,306,1,1
46,126,344,126,344,1,1
47,141,314,141,314,1,1
48,339,0,339,0,1,1
