 ,X,Y,BX,BY,Width,Height
1,27,24,27,24,1,1
2,27,47,27,47,1,1
3,27,55,27,55,1,1
4,27,32,27,32,1,1
5,27,1,27,1,1,1
6,27,70,27,70,1,1
7,27,9,27,9,1,1
8,27,238,27,238,1,1
9,27,269,27,269,1,1
10,27,177,27,177,1,1
11,27,323,27,323,1,1
12,27,246,27,246,1,1
13,27,139,27,139,1,1
14,27,208,27,208,1,1
15,27,261,27,261,1,1
16,27,330,27,330,1,1
17,27,231,27,231,1,1
18,27,116,27,116,1,1
19,27,223,27,223,1,1
20,27,40,27,40,1,1
21,27,315,27,315,1,1
22,27,338,27,338,1,1
23,27,200,27,200,1,1
24,27,185,27,185,1,1
25,27,63,27,63,1,1
26,27,300,27,300,1,1
27,27,17,27,17,1,1
28,27,284,27,284,1,1
29,27,162,27,162,1,1
30,27,78,27,78,1,1
31,27,85,27,85,1,1
32,27,170,27,170,1,1
33,27,346,27,346,1,1
34,27,147,27,147,1,1
35,27,292,27,292,1,1
36,27,192,27,192,1,1
37,27,277,27,277,1,1
38,27,93,27,93,1,1
39,27,108,27,108,1,1
40,27,307,27,307,1,1
41,27,131,27,131,1,1
42,27,215,27,215,1,1
43,27,154,27,154,1,1
44,27,124,27,124,1,1
45,27,254,27,254,1,1
46,27,101,27,101,1,1
