 ,X,Y,BX,BY,Width,Height
1,112,250,112,250,1,1
2,166,17,166,17,1,1
3,164,24,164,24,1,1
4,168,10,168,10,1,1
5,170,2,170,2,1,1
6,106,287,106,287,1,1
7,156,53,156,53,1,1
8,162,32,162,32,1,1
9,148,82,148,82,1,1
10,154,61,154,61,1,1
11,110,265,110,265,1,1
12,114,243,114,243,1,1
13,152,67,152,67,1,1
14,100,316,100,316,1,1
15,158,46,158,46,1,1
16,126,177,126,177,1,1
17,98,331,98,331,1,1
18,160,39,160,39,1,1
19,150,74,150,74,1,1
20,118,221,118,221,1,1
21,144,98,144,98,1,1
22,123,192,123,192,1,1
23,146,89,146,89,1,1
24,122,199,122,199,1,1
25,100,309,100,309,1,1
26,99,323,99,323,1,1
27,127,170,127,170,1,1
28,142,105,142,105,1,1
29,110,258,110,258,1,1
30,124,185,124,185,1,1
31,131,148,131,148,1,1
32,119,214,119,214,1,1
33,108,272,108,272,1,1
34,136,126,136,126,1,1
35,96,338,96,338,1,1
36,140,112,140,112,1,1
37,107,280,107,280,1,1
38,129,155,129,155,1,1
39,138,119,138,119,1,1
40,120,206,120,206,1,1
41,100,302,100,302,1,1
42,115,236,115,236,1,1
43,132,142,132,142,1,1
44,128,163,128,163,1,1
45,134,133,134,133,1,1
46,116,229,116,229,1,1
47,92,346,92,346,1,1
48,103,295,103,295,1,1
