 ,X,Y,BX,BY,Width,Height
1,232,117,232,117,1,1
2,214,149,214,149,1,1
3,272,44,272,44,1,1
4,245,93,245,93,1,1
5,277,36,277,36,1,1
6,290,12,290,12,1,1
7,236,109,236,109,1,1
8,161,246,161,246,1,1
9,201,173,201,173,1,1
10,241,101,241,101,1,1
11,281,28,281,28,1,1
12,259,68,259,68,1,1
13,219,141,219,141,1,1
14,263,61,263,61,1,1
15,154,270,154,270,1,1
16,285,20,285,20,1,1
17,174,222,174,222,1,1
18,223,133,223,133,1,1
19,254,77,254,77,1,1
20,250,85,250,85,1,1
21,205,165,205,165,1,1
22,227,125,227,125,1,1
23,294,4,294,4,1,1
24,165,238,165,238,1,1
25,187,198,187,198,1,1
26,210,157,210,157,1,1
27,133,335,133,335,1,1
28,183,206,183,206,1,1
29,169,230,169,230,1,1
30,135,327,135,327,1,1
31,138,319,138,319,1,1
32,268,52,268,52,1,1
33,143,303,143,303,1,1
34,130,343,130,343,1,1
35,196,182,196,182,1,1
36,178,214,178,214,1,1
37,156,262,156,262,1,1
38,146,295,146,295,1,1
39,192,190,192,190,1,1
40,159,254,159,254,1,1
41,140,311,140,311,1,1
42,151,279,151,279,1,1
43,148,286,148,286,1,1
