 ,X,Y,BX,BY,Width,Height
1,83,67,83,67,1,1
2,54,1,54,1,1,1
3,72,48,72,48,1,1
4,90,80,90,80,1,1
5,77,61,77,61,1,1
6,77,54,77,54,1,1
7,88,94,88,94,1,1
8,63,21,63,21,1,1
9,93,107,93,107,1,1
10,94,100,94,100,1,1
11,64,28,64,28,1,1
12,89,87,89,87,1,1
13,137,285,137,285,1,1
14,70,41,70,41,1,1
15,56,8,56,8,1,1
16,139,305,139,305,1,1
17,122,206,122,206,1,1
18,142,311,142,311,1,1
19,143,318,143,318,1,1
20,85,74,85,74,1,1
21,99,120,99,120,1,1
22,99,113,99,113,1,1
23,126,219,126,219,1,1
24,144,338,144,338,1,1
25,141,325,141,325,1,1
26,72,34,72,34,1,1
27,134,279,134,279,1,1
28,122,213,122,213,1,1
29,103,127,103,127,1,1
30,135,265,135,265,1,1
31,140,298,140,298,1,1
32,58,15,58,15,1,1
33,137,292,137,292,1,1
34,133,225,133,225,1,1
35,146,331,146,331,1,1
36,135,272,135,272,1,1
37,132,232,132,232,1,1
38,133,252,133,252,1,1
39,122,199,122,199,1,1
40,124,192,124,192,1,1
41,129,239,129,239,1,1
42,114,173,114,173,1,1
43,118,186,118,186,1,1
44,113,133,113,133,1,1
45,115,140,115,140,1,1
46,134,259,134,259,1,1
47,121,179,121,179,1,1
48,135,245,135,245,1,1
49,149,344,149,344,1,1
50,118,166,118,166,1,1
51,127,146,127,146,1,1
52,116,160,116,160,1,1
53,147,152,147,152,1,1
