 ,X,Y,BX,BY,Width,Height
1,150,43,150,43,1,1
2,144,60,144,60,1,1
3,142,67,142,67,1,1
4,153,34,153,34,1,1
5,157,19,157,19,1,1
6,131,103,131,103,1,1
7,155,26,155,26,1,1
8,120,139,120,139,1,1
9,147,52,147,52,1,1
10,160,12,160,12,1,1
11,95,231,95,231,1,1
12,129,110,129,110,1,1
13,112,168,112,168,1,1
14,106,190,106,190,1,1
15,162,4,162,4,1,1
16,124,125,124,125,1,1
17,126,118,126,118,1,1
18,93,238,93,238,1,1
19,114,161,114,161,1,1
20,122,132,122,132,1,1
21,133,96,133,96,1,1
22,100,212,100,212,1,1
23,135,89,135,89,1,1
24,97,222,97,222,1,1
25,108,183,108,183,1,1
26,137,82,137,82,1,1
27,85,267,85,267,1,1
28,110,175,110,175,1,1
29,118,147,118,147,1,1
30,104,197,104,197,1,1
31,116,154,116,154,1,1
32,102,205,102,205,1,1
33,83,274,83,274,1,1
34,139,75,139,75,1,1
35,72,310,72,310,1,1
36,81,281,81,281,1,1
37,71,317,71,317,1,1
38,66,332,66,332,1,1
39,76,296,76,296,1,1
40,62,347,62,347,1,1
41,74,303,74,303,1,1
42,68,325,68,325,1,1
43,78,289,78,289,1,1
44,64,339,64,339,1,1
45,88,253,88,253,1,1
46,90,246,90,246,1,1
47,87,260,87,260,1,1
