 ,X,Y,BX,BY,Width,Height
1,68,152,68,152,1,1
2,68,196,68,196,1,1
3,70,189,70,189,1,1
4,69,349,69,349,1,1
5,68,159,68,159,1,1
6,69,225,69,225,1,1
7,68,232,68,232,1,1
8,68,239,68,239,1,1
9,68,181,68,181,1,1
10,68,174,68,174,1,1
11,68,203,68,203,1,1
12,68,312,68,312,1,1
13,68,210,68,210,1,1
14,68,167,68,167,1,1
15,68,254,68,254,1,1
16,68,268,68,268,1,1
17,68,261,68,261,1,1
18,68,217,68,217,1,1
19,68,130,68,130,1,1
20,69,276,69,276,1,1
21,70,247,70,247,1,1
22,70,305,70,305,1,1
23,68,123,68,123,1,1
24,68,283,68,283,1,1
25,68,138,68,138,1,1
26,68,116,68,116,1,1
27,71,320,71,320,1,1
28,73,298,73,298,1,1
29,74,291,74,291,1,1
30,76,342,76,342,1,1
31,69,327,69,327,1,1
32,68,334,68,334,1,1
33,68,108,68,108,1,1
34,68,144,68,144,1,1
35,68,86,68,86,1,1
36,68,101,68,101,1,1
37,68,94,68,94,1,1
38,68,72,68,72,1,1
39,68,79,68,79,1,1
40,68,57,68,57,1,1
41,68,64,68,64,1,1
42,68,42,68,42,1,1
43,68,49,68,49,1,1
44,68,13,68,13,1,1
45,68,20,68,20,1,1
46,68,35,68,35,1,1
47,68,27,68,27,1,1
48,68,5,68,5,1,1
