 ,X,Y,BX,BY,Width,Height
1,34,262,34,262,1,1
2,41,336,41,336,1,1
3,38,270,38,270,1,1
4,38,255,38,255,1,1
5,33,218,33,218,1,1
6,24,181,24,181,1,1
7,32,328,32,328,1,1
8,34,321,34,321,1,1
9,37,299,37,299,1,1
10,32,277,32,277,1,1
11,30,240,30,240,1,1
12,33,233,33,233,1,1
13,30,225,30,225,1,1
14,25,196,25,196,1,1
15,22,137,22,137,1,1
16,15,100,15,100,1,1
17,33,343,33,343,1,1
18,39,314,39,314,1,1
19,44,292,44,292,1,1
20,30,174,30,174,1,1
21,15,122,15,122,1,1
22,11,56,11,56,1,1
23,43,307,43,307,1,1
24,31,284,31,284,1,1
25,27,247,27,247,1,1
26,37,211,37,211,1,1
27,25,203,25,203,1,1
28,23,188,23,188,1,1
29,30,159,30,159,1,1
30,20,144,20,144,1,1
31,19,93,19,93,1,1
32,13,107,13,107,1,1
33,8,63,8,63,1,1
34,19,166,19,166,1,1
35,28,130,28,130,1,1
36,25,115,25,115,1,1
37,14,85,14,85,1,1
38,17,78,17,78,1,1
39,6,48,6,48,1,1
40,9,41,9,41,1,1
41,18,151,18,151,1,1
42,3,19,3,19,1,1
43,21,71,21,71,1,1
44,0,11,0,11,1,1
45,2,4,2,4,1,1
46,14,34,14,34,1,1
47,1,26,1,26,1,1
48,32,349,32,349,1,1
