 ,X,Y,BX,BY,Width,Height
1,172,70,172,70,1,1
2,124,150,124,150,1,1
3,141,121,141,121,1,1
4,128,143,128,143,1,1
5,168,77,168,77,1,1
6,185,48,185,48,1,1
7,137,128,137,128,1,1
8,176,63,176,63,1,1
9,115,165,115,165,1,1
10,181,55,181,55,1,1
11,111,172,111,172,1,1
12,120,157,120,157,1,1
13,80,223,80,223,1,1
14,85,216,85,216,1,1
15,94,201,94,201,1,1
16,107,179,107,179,1,1
17,163,84,163,84,1,1
18,132,136,132,136,1,1
19,146,114,146,114,1,1
20,71,238,71,238,1,1
21,98,194,98,194,1,1
22,155,99,155,99,1,1
23,159,92,159,92,1,1
24,67,245,67,245,1,1
25,75,230,75,230,1,1
26,150,106,150,106,1,1
27,103,186,103,186,1,1
28,189,41,189,41,1,1
29,36,296,36,296,1,1
30,33,303,33,303,1,1
31,41,289,41,289,1,1
32,50,274,50,274,1,1
33,89,208,89,208,1,1
34,63,252,63,252,1,1
35,198,26,198,26,1,1
36,194,33,194,33,1,1
37,24,318,24,318,1,1
38,202,19,202,19,1,1
39,54,267,54,267,1,1
40,19,325,19,325,1,1
41,28,310,28,310,1,1
42,46,281,46,281,1,1
43,59,259,59,259,1,1
44,207,11,207,11,1,1
45,211,4,211,4,1,1
46,6,347,6,347,1,1
47,15,332,15,332,1,1
48,11,339,11,339,1,1
