 ,X,Y,BX,BY,Width,Height
1,167,220,167,220,1,1
2,169,213,169,213,1,1
3,157,255,157,255,1,1
4,165,227,165,227,1,1
5,182,157,182,157,1,1
6,213,46,213,46,1,1
7,205,74,205,74,1,1
8,221,18,221,18,1,1
9,174,192,174,192,1,1
10,164,234,164,234,1,1
11,175,185,175,185,1,1
12,184,150,184,150,1,1
13,215,39,215,39,1,1
14,223,11,223,11,1,1
15,203,81,203,81,1,1
16,207,67,207,67,1,1
17,155,262,155,262,1,1
18,172,199,172,199,1,1
19,211,53,211,53,1,1
20,170,206,170,206,1,1
21,193,116,193,116,1,1
22,217,32,217,32,1,1
23,177,178,177,178,1,1
24,152,269,152,269,1,1
25,225,4,225,4,1,1
26,186,143,186,143,1,1
27,201,88,201,88,1,1
28,128,331,128,331,1,1
29,162,241,162,241,1,1
30,209,60,209,60,1,1
31,125,338,125,338,1,1
32,142,296,142,296,1,1
33,219,25,219,25,1,1
34,131,324,131,324,1,1
35,123,345,123,345,1,1
36,179,171,179,171,1,1
37,188,136,188,136,1,1
38,199,95,199,95,1,1
39,139,304,139,304,1,1
40,144,289,144,289,1,1
41,180,164,180,164,1,1
42,192,123,192,123,1,1
43,149,276,149,276,1,1
44,160,248,160,248,1,1
45,196,108,196,108,1,1
46,134,317,134,317,1,1
47,147,282,147,282,1,1
48,198,101,198,101,1,1
49,190,129,190,129,1,1
50,136,311,136,311,1,1
51,220,22,220,22,1,1
52,218,29,218,29,1,1
