 ,X,Y,BX,BY,Width,Height
1,222,54,222,54,1,1
2,220,61,220,61,1,1
3,206,103,206,103,1,1
4,233,19,233,19,1,1
5,204,110,204,110,1,1
6,176,200,176,200,1,1
7,213,82,213,82,1,1
8,178,193,178,193,1,1
9,189,158,189,158,1,1
10,224,47,224,47,1,1
11,202,117,202,117,1,1
12,211,89,211,89,1,1
13,235,12,235,12,1,1
14,215,75,215,75,1,1
15,209,96,209,96,1,1
16,191,151,191,151,1,1
17,160,249,160,249,1,1
18,200,124,200,124,1,1
19,162,242,162,242,1,1
20,237,6,237,6,1,1
21,193,145,193,145,1,1
22,226,40,226,40,1,1
23,197,131,197,131,1,1
24,217,68,217,68,1,1
25,167,228,167,228,1,1
26,165,235,165,235,1,1
27,195,138,195,138,1,1
28,169,221,169,221,1,1
29,158,256,158,256,1,1
30,180,186,180,186,1,1
31,156,263,156,263,1,1
32,230,27,230,27,1,1
33,147,291,147,291,1,1
34,186,166,186,166,1,1
35,228,33,228,33,1,1
36,154,270,154,270,1,1
37,149,284,149,284,1,1
38,171,214,171,214,1,1
39,184,173,184,173,1,1
40,145,298,145,298,1,1
41,130,346,130,346,1,1
42,182,180,182,180,1,1
43,143,305,143,305,1,1
44,151,277,151,277,1,1
45,173,208,173,208,1,1
46,132,339,132,339,1,1
47,136,326,136,326,1,1
48,140,312,140,312,1,1
49,134,333,134,333,1,1
50,138,319,138,319,1,1
51,239,0,239,0,1,1
