 ,X,Y,BX,BY,Width,Height
1,104,12,104,12,1,1
2,115,39,115,39,1,1
3,105,21,105,21,1,1
4,114,65,114,65,1,1
5,117,30,117,30,1,1
6,116,74,116,74,1,1
7,129,109,129,109,1,1
8,144,188,144,188,1,1
9,127,118,127,118,1,1
10,159,293,159,293,1,1
11,141,162,141,162,1,1
12,142,153,142,153,1,1
13,118,91,118,91,1,1
14,132,57,132,57,1,1
15,164,319,164,319,1,1
16,157,310,157,310,1,1
17,160,302,160,302,1,1
18,153,267,153,267,1,1
19,149,249,149,249,1,1
20,149,223,149,223,1,1
21,143,205,143,205,1,1
22,129,135,129,135,1,1
23,168,328,168,328,1,1
24,153,275,153,275,1,1
25,149,240,149,240,1,1
26,147,214,147,214,1,1
27,139,196,139,196,1,1
28,134,179,134,179,1,1
29,134,170,134,170,1,1
30,130,144,130,144,1,1
31,140,127,140,127,1,1
32,136,101,136,101,1,1
33,131,83,131,83,1,1
34,183,337,183,337,1,1
35,152,258,152,258,1,1
36,143,231,143,231,1,1
37,132,48,132,48,1,1
38,124,4,124,4,1,1
39,183,346,183,346,1,1
