 ,X,Y,BX,BY,Width,Height
1,83,221,83,221,1,1
2,87,252,87,252,1,1
3,82,242,82,242,1,1
4,85,201,85,201,1,1
5,86,272,86,272,1,1
6,86,262,86,262,1,1
7,86,232,86,232,1,1
8,103,192,103,192,1,1
9,84,282,84,282,1,1
10,80,211,80,211,1,1
11,106,182,106,182,1,1
12,106,172,106,172,1,1
13,106,162,106,162,1,1
14,107,152,107,152,1,1
15,106,132,106,132,1,1
16,108,142,108,142,1,1
17,105,112,105,112,1,1
18,107,102,107,102,1,1
19,107,92,107,92,1,1
20,82,292,82,292,1,1
21,108,122,108,122,1,1
22,106,72,106,72,1,1
23,83,22,83,22,1,1
24,83,2,83,2,1,1
25,105,82,105,82,1,1
26,106,62,106,62,1,1
27,85,32,85,32,1,1
28,81,11,81,11,1,1
29,89,52,89,52,1,1
30,98,42,98,42,1,1
31,85,302,85,302,1,1
32,89,313,89,313,1,1
33,88,323,88,323,1,1
34,88,333,88,333,1,1
35,89,343,89,343,1,1
