 ,X,Y,BX,BY,Width,Height
1,95,306,95,306,1,1
2,95,346,95,346,1,1
3,96,274,96,274,1,1
4,93,338,93,338,1,1
5,95,322,95,322,1,1
6,96,314,96,314,1,1
7,99,209,99,209,1,1
8,102,193,102,193,1,1
9,98,282,98,282,1,1
10,99,217,99,217,1,1
11,100,201,100,201,1,1
12,105,169,105,169,1,1
13,97,241,97,241,1,1
14,105,177,105,177,1,1
15,108,137,108,137,1,1
16,111,113,111,113,1,1
17,98,298,98,298,1,1
18,99,290,99,290,1,1
19,107,153,107,153,1,1
20,108,145,108,145,1,1
21,113,80,113,80,1,1
22,91,330,91,330,1,1
23,111,121,111,121,1,1
24,112,72,112,72,1,1
25,100,250,100,250,1,1
26,105,185,105,185,1,1
27,118,56,118,56,1,1
28,120,48,120,48,1,1
29,120,40,120,40,1,1
30,120,32,120,32,1,1
31,100,258,100,258,1,1
32,109,161,109,161,1,1
33,91,265,91,265,1,1
34,116,89,116,89,1,1
35,104,234,104,234,1,1
36,112,129,112,129,1,1
37,93,225,93,225,1,1
38,114,105,114,105,1,1
39,115,97,115,97,1,1
40,111,64,111,64,1,1
41,126,16,126,16,1,1
42,128,8,128,8,1,1
43,125,24,125,24,1,1
44,122,0,122,0,1,1
