 ,X,Y,BX,BY,Width,Height
1,194,81,194,81,1,1
2,196,51,196,51,1,1
3,192,101,192,101,1,1
4,195,71,195,71,1,1
5,200,32,200,32,1,1
6,187,130,187,130,1,1
7,190,120,190,120,1,1
8,187,110,187,110,1,1
9,187,90,187,90,1,1
10,196,41,196,41,1,1
11,184,149,184,149,1,1
12,194,62,194,62,1,1
13,202,22,202,22,1,1
14,184,139,184,139,1,1
15,202,13,202,13,1,1
16,197,2,197,2,1,1
17,185,169,185,169,1,1
18,185,159,185,159,1,1
19,180,198,180,198,1,1
20,182,188,182,188,1,1
21,176,178,176,178,1,1
22,179,227,179,227,1,1
23,179,237,179,237,1,1
24,177,217,177,217,1,1
25,176,207,176,207,1,1
26,176,256,176,256,1,1
27,176,246,176,246,1,1
28,176,266,176,266,1,1
29,172,295,172,295,1,1
30,172,315,172,315,1,1
31,173,305,173,305,1,1
32,175,286,175,286,1,1
33,175,276,175,276,1,1
34,172,325,172,325,1,1
35,170,344,170,344,1,1
36,172,335,172,335,1,1
