 ,X,Y,BX,BY,Width,Height
1,160,109,160,109,1,1
2,165,143,165,143,1,1
3,161,101,161,101,1,1
4,160,92,160,92,1,1
5,163,134,163,134,1,1
6,163,126,163,126,1,1
7,161,117,161,117,1,1
8,157,75,157,75,1,1
9,154,58,154,58,1,1
10,154,41,154,41,1,1
11,169,185,169,185,1,1
12,165,168,165,168,1,1
13,167,160,167,160,1,1
14,155,50,155,50,1,1
15,168,177,168,177,1,1
16,164,151,164,151,1,1
17,159,84,159,84,1,1
18,153,33,153,33,1,1
19,169,194,169,194,1,1
20,156,67,156,67,1,1
21,152,24,152,24,1,1
22,150,7,150,7,1,1
23,171,211,171,211,1,1
24,152,16,152,16,1,1
25,169,227,169,227,1,1
26,169,219,169,219,1,1
27,172,236,172,236,1,1
28,169,203,169,203,1,1
29,172,244,172,244,1,1
30,172,252,172,252,1,1
31,168,277,168,277,1,1
32,172,269,172,269,1,1
33,164,260,164,260,1,1
34,171,286,171,286,1,1
35,172,320,172,320,1,1
36,168,303,168,303,1,1
37,166,294,166,294,1,1
38,167,337,167,337,1,1
39,173,329,173,329,1,1
40,175,312,175,312,1,1
41,175,346,175,346,1,1
42,130,0,130,0,1,1
