 ,X,Y,BX,BY,Width,Height
1,107,2,107,2,1,1
2,108,39,108,39,1,1
3,107,29,107,29,1,1
4,107,20,107,20,1,1
5,113,112,113,112,1,1
6,113,94,113,94,1,1
7,108,66,108,66,1,1
8,108,57,108,57,1,1
9,113,48,113,48,1,1
10,106,11,106,11,1,1
11,111,84,111,84,1,1
12,123,334,123,334,1,1
13,123,325,123,325,1,1
14,121,260,121,260,1,1
15,122,241,122,241,1,1
16,118,213,118,213,1,1
17,119,204,119,204,1,1
18,118,195,118,195,1,1
19,116,185,116,185,1,1
20,113,176,113,176,1,1
21,116,167,116,167,1,1
22,118,158,118,158,1,1
23,117,131,117,131,1,1
24,113,121,113,121,1,1
25,114,103,114,103,1,1
26,110,76,110,76,1,1
27,123,297,123,297,1,1
28,121,250,121,250,1,1
29,121,232,121,232,1,1
30,116,149,116,149,1,1
31,116,140,116,140,1,1
32,123,316,123,316,1,1
33,125,306,125,306,1,1
34,121,269,121,269,1,1
35,119,222,119,222,1,1
36,124,288,124,288,1,1
37,121,278,121,278,1,1
38,124,343,124,343,1,1
