 ,X,Y,BX,BY,Width,Height
1,83,259,83,259,1,1
2,80,304,80,304,1,1
3,82,286,82,286,1,1
4,83,268,83,268,1,1
5,84,250,84,250,1,1
6,86,232,86,232,1,1
7,91,152,91,152,1,1
8,76,339,76,339,1,1
9,78,322,78,322,1,1
10,79,312,79,312,1,1
11,85,241,85,241,1,1
12,86,214,86,214,1,1
13,89,205,89,205,1,1
14,88,196,88,196,1,1
15,97,98,97,98,1,1
16,97,80,97,80,1,1
17,101,27,101,27,1,1
18,76,330,76,330,1,1
19,81,277,81,277,1,1
20,86,223,86,223,1,1
21,90,170,90,170,1,1
22,92,161,92,161,1,1
23,92,134,92,134,1,1
24,94,116,94,116,1,1
25,93,107,93,107,1,1
26,96,89,96,89,1,1
27,100,9,100,9,1,1
28,72,348,72,348,1,1
29,79,294,79,294,1,1
30,87,188,87,188,1,1
31,88,179,88,179,1,1
32,91,143,91,143,1,1
33,91,125,91,125,1,1
34,97,71,97,71,1,1
35,97,63,97,63,1,1
36,98,53,98,53,1,1
37,101,45,101,45,1,1
38,98,36,98,36,1,1
39,101,18,101,18,1,1
40,101,0,101,0,1,1
