 ,X,Y,BX,BY,Width,Height
1,87,5,87,5,1,1
2,89,38,89,38,1,1
3,89,21,89,21,1,1
4,90,13,90,13,1,1
5,88,29,88,29,1,1
6,101,86,101,86,1,1
7,92,78,92,78,1,1
8,110,303,110,303,1,1
9,104,255,104,255,1,1
10,101,134,101,134,1,1
11,102,110,102,110,1,1
12,105,102,105,102,1,1
13,91,70,91,70,1,1
14,94,62,94,62,1,1
15,97,54,97,54,1,1
16,96,46,96,46,1,1
17,112,344,112,344,1,1
18,111,271,111,271,1,1
19,106,239,106,239,1,1
20,108,231,108,231,1,1
21,99,198,99,198,1,1
22,104,175,104,175,1,1
23,100,142,100,142,1,1
24,102,118,102,118,1,1
25,94,94,94,94,1,1
26,106,336,106,336,1,1
27,105,327,105,327,1,1
28,105,295,105,295,1,1
29,108,287,108,287,1,1
30,106,263,106,263,1,1
31,108,247,108,247,1,1
32,114,223,114,223,1,1
33,103,215,103,215,1,1
34,102,207,102,207,1,1
35,105,166,105,166,1,1
36,97,150,97,150,1,1
37,102,126,102,126,1,1
38,103,320,103,320,1,1
39,107,312,107,312,1,1
40,112,279,112,279,1,1
41,106,190,106,190,1,1
42,104,182,104,182,1,1
43,102,158,102,158,1,1
