 ,X,Y,BX,BY,Width,Height
1,154,314,154,314,1,1
2,160,341,160,341,1,1
3,164,332,164,332,1,1
4,162,288,162,288,1,1
5,157,270,157,270,1,1
6,152,323,152,323,1,1
7,150,279,150,279,1,1
8,150,252,150,252,1,1
9,155,208,155,208,1,1
10,163,226,163,226,1,1
11,146,217,146,217,1,1
12,153,173,153,173,1,1
13,154,164,154,164,1,1
14,147,111,147,111,1,1
15,171,297,171,297,1,1
16,146,261,146,261,1,1
17,147,190,147,190,1,1
18,158,138,158,138,1,1
19,151,94,151,94,1,1
20,172,306,172,306,1,1
21,168,244,168,244,1,1
22,140,199,140,199,1,1
23,163,182,163,182,1,1
24,159,129,159,129,1,1
25,145,120,145,120,1,1
26,168,235,168,235,1,1
27,160,147,160,147,1,1
28,155,85,155,85,1,1
29,161,156,161,156,1,1
30,157,103,157,103,1,1
31,140,67,140,67,1,1
32,153,24,153,24,1,1
33,146,15,146,15,1,1
34,148,6,148,6,1,1
35,154,59,154,59,1,1
36,151,42,151,42,1,1
37,152,33,152,33,1,1
38,153,77,153,77,1,1
39,141,50,141,50,1,1
40,140,349,140,349,1,1
