 ,X,Y,BX,BY,Width,Height
1,105,120,105,120,1,1
2,105,111,105,111,1,1
3,100,31,100,31,1,1
4,110,182,110,182,1,1
5,111,155,111,155,1,1
6,103,58,103,58,1,1
7,103,49,103,49,1,1
8,98,40,98,40,1,1
9,112,200,112,200,1,1
10,112,173,112,173,1,1
11,102,93,102,93,1,1
12,96,22,96,22,1,1
13,119,306,119,306,1,1
14,118,253,118,253,1,1
15,115,218,115,218,1,1
16,107,164,107,164,1,1
17,106,146,106,146,1,1
18,103,137,103,137,1,1
19,120,324,120,324,1,1
20,120,297,120,297,1,1
21,116,262,116,262,1,1
22,120,341,120,341,1,1
23,120,280,120,280,1,1
24,115,209,115,209,1,1
25,113,191,113,191,1,1
26,104,76,104,76,1,1
27,112,235,112,235,1,1
28,99,102,99,102,1,1
29,110,244,110,244,1,1
30,107,129,107,129,1,1
31,93,4,93,4,1,1
32,123,315,123,315,1,1
33,119,271,119,271,1,1
34,95,66,95,66,1,1
35,94,14,94,14,1,1
36,115,227,115,227,1,1
37,97,84,97,84,1,1
38,105,288,105,288,1,1
