 ,X,Y,BX,BY,Width,Height
1,199,287,199,287,1,1
2,203,329,203,329,1,1
3,200,304,200,304,1,1
4,204,337,204,337,1,1
5,202,312,202,312,1,1
6,200,295,200,295,1,1
7,197,279,197,279,1,1
8,197,270,197,270,1,1
9,195,253,195,253,1,1
10,194,245,194,245,1,1
11,193,237,193,237,1,1
12,202,346,202,346,1,1
13,201,321,201,321,1,1
14,195,262,195,262,1,1
15,192,229,192,229,1,1
16,190,220,190,220,1,1
17,188,186,188,186,1,1
18,189,212,189,212,1,1
19,189,203,189,203,1,1
20,189,195,189,195,1,1
21,188,177,188,177,1,1
22,185,161,185,161,1,1
23,184,151,184,151,1,1
24,183,134,183,134,1,1
25,185,169,185,169,1,1
26,183,142,183,142,1,1
27,180,125,180,125,1,1
28,180,117,180,117,1,1
29,181,109,181,109,1,1
30,177,100,177,100,1,1
31,176,83,176,83,1,1
32,174,66,174,66,1,1
33,172,49,172,49,1,1
34,168,1,168,1,1,1
35,174,91,174,91,1,1
36,175,75,175,75,1,1
37,172,24,172,24,1,1
38,168,7,168,7,1,1
39,175,58,175,58,1,1
40,174,41,174,41,1,1
41,171,33,171,33,1,1
42,170,16,170,16,1,1
