 ,X,Y,BX,BY,Width,Height
1,51,50,51,50,1,1
2,87,126,87,126,1,1
3,62,67,62,67,1,1
4,38,16,38,16,1,1
5,47,33,47,33,1,1
6,37,24,37,24,1,1
7,91,135,91,135,1,1
8,121,211,121,211,1,1
9,97,152,97,152,1,1
10,68,92,68,92,1,1
11,58,75,58,75,1,1
12,38,8,38,8,1,1
13,141,322,141,322,1,1
14,130,220,130,220,1,1
15,86,143,86,143,1,1
16,133,296,133,296,1,1
17,160,288,160,288,1,1
18,117,228,117,228,1,1
19,126,203,126,203,1,1
20,105,169,105,169,1,1
21,87,118,87,118,1,1
22,38,41,38,41,1,1
23,172,348,172,348,1,1
24,154,305,154,305,1,1
25,152,271,152,271,1,1
26,130,237,130,237,1,1
27,132,313,132,313,1,1
28,114,245,114,245,1,1
29,117,186,117,186,1,1
30,67,109,67,109,1,1
31,47,58,47,58,1,1
32,149,280,149,280,1,1
33,176,339,176,339,1,1
34,135,254,135,254,1,1
35,109,177,109,177,1,1
36,82,160,82,160,1,1
37,68,102,68,102,1,1
38,186,331,186,331,1,1
39,96,300,96,300,1,1
40,138,263,138,263,1,1
41,115,195,115,195,1,1
42,51,83,51,83,1,1
