 ,X,Y,BX,BY,Width,Height
1,128,337,128,337,1,1
2,134,297,134,297,1,1
3,129,327,129,327,1,1
4,131,307,131,307,1,1
5,128,317,128,317,1,1
6,136,266,136,266,1,1
7,138,246,138,246,1,1
8,140,226,140,226,1,1
9,137,236,137,236,1,1
10,143,206,143,206,1,1
11,130,276,130,276,1,1
12,135,256,135,256,1,1
13,121,347,121,347,1,1
14,135,287,135,287,1,1
15,143,186,143,186,1,1
16,141,216,141,216,1,1
17,143,196,143,196,1,1
18,143,156,143,156,1,1
19,143,135,143,135,1,1
20,136,165,136,165,1,1
21,143,176,143,176,1,1
22,139,145,139,145,1,1
23,143,115,143,115,1,1
24,140,105,140,105,1,1
25,134,125,134,125,1,1
26,143,96,143,96,1,1
27,143,86,143,86,1,1
28,142,55,142,55,1,1
29,143,76,143,76,1,1
30,132,65,132,65,1,1
31,143,5,143,5,1,1
32,136,45,136,45,1,1
33,140,15,140,15,1,1
34,138,35,138,35,1,1
35,133,25,133,25,1,1
