 ,X,Y,BX,BY,Width,Height
1,124,202,124,202,1,1
2,120,168,120,168,1,1
3,118,142,118,142,1,1
4,129,253,129,253,1,1
5,116,108,116,108,1,1
6,135,304,135,304,1,1
7,130,262,130,262,1,1
8,112,57,112,57,1,1
9,136,330,136,330,1,1
10,123,219,123,219,1,1
11,119,159,119,159,1,1
12,117,151,117,151,1,1
13,116,125,116,125,1,1
14,109,40,109,40,1,1
15,135,321,135,321,1,1
16,128,270,128,270,1,1
17,111,91,111,91,1,1
18,130,287,130,287,1,1
19,120,210,120,210,1,1
20,116,176,116,176,1,1
21,107,48,107,48,1,1
22,134,313,134,313,1,1
23,104,74,104,74,1,1
24,105,14,105,14,1,1
25,125,245,125,245,1,1
26,108,116,108,116,1,1
27,129,338,129,338,1,1
28,105,100,105,100,1,1
29,104,65,104,65,1,1
30,137,347,137,347,1,1
31,120,278,120,278,1,1
32,118,236,118,236,1,1
33,107,134,107,134,1,1
34,115,185,115,185,1,1
35,102,5,102,5,1,1
36,98,23,98,23,1,1
37,111,227,111,227,1,1
38,93,32,93,32,1,1
39,116,194,116,194,1,1
40,96,83,96,83,1,1
41,117,295,117,295,1,1
