 ,X,Y,BX,BY,Width,Height
1,58,271,58,271,1,1
2,63,262,63,262,1,1
3,55,133,55,133,1,1
4,58,124,58,124,1,1
5,52,105,52,105,1,1
6,47,4,47,4,1,1
7,64,197,64,197,1,1
8,57,188,57,188,1,1
9,48,32,48,32,1,1
10,71,225,71,225,1,1
11,45,160,45,160,1,1
12,49,96,49,96,1,1
13,75,327,75,327,1,1
14,79,309,79,309,1,1
15,55,290,55,290,1,1
16,67,253,67,253,1,1
17,48,215,48,215,1,1
18,51,206,51,206,1,1
19,57,69,57,69,1,1
20,51,41,51,41,1,1
21,81,346,81,346,1,1
22,78,318,78,318,1,1
23,51,243,51,243,1,1
24,45,142,45,142,1,1
25,41,114,41,114,1,1
26,58,336,58,336,1,1
27,72,234,72,234,1,1
28,73,170,73,170,1,1
29,43,151,43,151,1,1
30,90,281,90,281,1,1
31,47,178,47,178,1,1
32,68,78,68,78,1,1
33,37,50,37,50,1,1
34,36,13,36,13,1,1
35,53,299,53,299,1,1
36,37,59,37,59,1,1
37,35,22,35,22,1,1
38,42,86,42,86,1,1
