 ,X,Y,BX,BY,Width,Height
1,112,13,112,13,1,1
2,110,4,110,4,1,1
3,113,30,113,30,1,1
4,117,57,117,57,1,1
5,118,48,118,48,1,1
6,121,75,121,75,1,1
7,111,39,111,39,1,1
8,124,66,124,66,1,1
9,113,22,113,22,1,1
10,127,93,127,93,1,1
11,123,110,123,110,1,1
12,127,84,127,84,1,1
13,122,119,122,119,1,1
14,131,137,131,137,1,1
15,133,128,133,128,1,1
16,134,155,134,155,1,1
17,131,102,131,102,1,1
18,126,172,126,172,1,1
19,138,146,138,146,1,1
20,135,208,135,208,1,1
21,130,190,130,190,1,1
22,142,164,142,164,1,1
23,145,226,145,226,1,1
24,141,235,141,235,1,1
25,145,182,145,182,1,1
26,128,217,128,217,1,1
27,123,199,123,199,1,1
28,148,253,148,253,1,1
29,151,244,151,244,1,1
30,164,290,164,290,1,1
31,161,280,161,280,1,1
32,154,271,154,271,1,1
33,156,262,156,262,1,1
34,172,334,172,334,1,1
35,163,298,163,298,1,1
36,167,316,167,316,1,1
37,162,307,162,307,1,1
38,164,325,164,325,1,1
39,169,343,169,343,1,1
