 ,X,Y,BX,BY,Width,Height
1,137,330,137,330,1,1
2,139,347,139,347,1,1
3,137,339,137,339,1,1
4,136,321,136,321,1,1
5,137,312,137,312,1,1
6,133,277,133,277,1,1
7,133,295,133,295,1,1
8,131,241,131,241,1,1
9,127,197,127,197,1,1
10,135,303,135,303,1,1
11,132,286,132,286,1,1
12,132,259,132,259,1,1
13,130,251,130,251,1,1
14,131,233,131,233,1,1
15,129,215,129,215,1,1
16,128,188,128,188,1,1
17,126,179,126,179,1,1
18,126,162,126,162,1,1
19,124,144,124,144,1,1
20,134,268,134,268,1,1
21,131,224,131,224,1,1
22,130,206,130,206,1,1
23,121,82,121,82,1,1
24,124,153,124,153,1,1
25,124,135,124,135,1,1
26,124,126,124,126,1,1
27,124,117,124,117,1,1
28,120,55,120,55,1,1
29,128,170,128,170,1,1
30,122,109,122,109,1,1
31,122,100,122,100,1,1
32,121,91,121,91,1,1
33,121,73,121,73,1,1
34,120,64,120,64,1,1
35,117,20,117,20,1,1
36,121,46,121,46,1,1
37,119,37,119,37,1,1
38,116,2,116,2,1,1
39,117,29,117,29,1,1
40,117,11,117,11,1,1
